,국가,날짜,구분,분야,제목,본문1,본문2,본문3,제목_현지공용어,본문1_현지공용어,본문2_현지공용어,본문3_현지공용어,출처,링크
474,우간다,2022-02-21,수원국,기타,"무세베니와 중국, 빈곤퇴치 의제 논의",무세베니 대통령은 금요일 의사당에서 중국 대표단을 만나 우간다의 두 가지 주요 관심 분야인 빈곤 퇴치와 기술 이전을 지목하였음. 그는 우간다가 혜택을 받을 수 있는 아프리카 대륙에서의 중국의 새로운 발전 모델을 환영하였음.,"중국 대표단은 우간다 주재 장 리즈훙 대사가 이끌었으며, 우간다의 금융 모델이 인프라에서 빈곤 퇴치로 이동했음을 확인했음. 이날 회의에는 외교부, 기획재정부도 참석하였음. 리즈훙 대사는 무세베니 대통령에게 지난해 11월 세네갈 다카르에서 열린 제8차 중-아프리카 협력 포럼(FOCAC) 각료회의에서 중국이 중-아프리카 협력 강화를 위한 9개 프로그램을 발표했다고 전달하였음.",,"Museveni, China discuss new poverty eradication agenda","Mr Museveni, on Friday, met a Chinese delegation at State House on Friday, singled out two key areas of interest for Uganda; poverty eradication and technology transfer. He welcomed China’s new development model on the African continent in which Uganda is among the countries set to benefit.","The Chinese delegation was led by the Ambassador to Uganda, Mr Zhang Lizhong, who confirmed that his country’s financing model has moved from infrastructure to poverty eradication. A team from the ministries of Foreign Affairs and Finance also attended the State House meeting. Ambassador Lizhong informed President Museveni that during the 8th Ministerial Conference of the Forum on China-Africa Cooperation (FOCAC) held in Dakar, Senegal, in November last year, China announced nine programmes to strengthen China-Africa cooperation.",,Daily Monitor,https://www.monitor.co.ug/uganda/news/national/museveni-china-discuss-new-poverty-eradication-agenda-3723714
475,아제르바이잔,2022-02-21,공여국,기타,"아제르바이잔-터키, 중소기업 협력 전망에 주목",Orkhan Mammadov 중소기업진흥청장과 Cetin Ali Donmez 터키 산업기술부 차관이 양국간 중소기업 협력 기회를 논의함.,"이날 양측은 중소기업 분야의 혁신에 초점을 맞춰 회의를 진행하였으며, 중소기업 대상 새로운 지원 기회 확대를 위한 이니셔티브 이행 측면에서 해당 회의의 중요성을 강조함.",양측은 아제르바이잔 중소기업진흥청과 터키 산업기술부 간 협력을 위한 공동 행동 계획에 대해 논의함. 해당 회의엔 Basri Kurt 터키 사업기술부  회장도 참석함.,"Azerbaijan, Turkey eye prospects of SMBs cooperation",Small and Medium Business Development Agency chairman Orkhan Mammadov and Turkey's Industry and Technology Deputy Minister Cetin Ali Donmez have discussed cooperation opportunities between the two countries in the SMBs sphere.,"During the meeting, the parties also focused on the innovations in the field of small and medium-sized businesses. The parties stressed the importance of such meetings in terms of the implementation of initiatives that will expand new support opportunities for SMBs.","Moreover, they discussed the joint action plan for cooperation between the Agency and Turkey's Small and Medium Enterprises Development Organization. The organization's president Hasan Basri Kurt also attended the meeting.",azernews,https://www.azernews.az/business/189557.html
476,스리랑카,2022-02-21,공여국,농촌개발,"스리랑카, 우유 생산량을 늘리기 위해 미국 농무부와 MOU 체결","스리랑카는 미국과 현지 우유 생산능력 향상을 위한 양해각서(MOU)를 체결 예정임. 금주 내각은 미국 농무부와 역량강화 프로그램 시행 합의를 위해 농무부가 제출한 결의안을 승인했고, 미국 농무부가 재정 지원 배정에 동의함.","목표는 지역 산업 이해 관계자들이 우유 생산자의 생산성과 생산물의 품질을 향상시키는 필수 표준을 수용하는 것으로, 미국 농무부는 2024년 9월까지 프로젝트에 필요한 자금을 제공하기로 동의하였음.",,Sri Lanka to ink MoU with US Dept. of Agriculture to boost milk production,Sri Lanka will sign a Memorandum of Understanding (MoU) with the US to improve the capacity of local milk production. The Cabinet this week approved a resolution submitted by the Ministry of Agriculture to enter into an agreement with the US Department of Agriculture to roll out a capacity building programme. The US Department of Agriculture has given its consent to allocate financial assistance.,The objective is to assist local industry stakeholders to embrace the required standards that would enhance the productivity of milk producers and the quality of their output. The US Department of Agriculture has agreed to provide the necessary funds for the project till September 2024.,,Daily Mirror,https://www.dailymirror.lk/business-news/Sri-Lanka-to-ink-MoU-with-US-Dept-of-Agriculture-to-boost-milk-production/273-231656
477,스리랑카,2022-02-21,공여국,거버넌스평화,"스리랑카, EU와 유엔 자금 지원으로 사법 개혁 프로그램 착수","스리랑카 법무부는 유럽연합(EU)과 UN으로부터 1,900만 유로 규모의 자금을 지원받아 4년 6개월 동안 진행되는 사법개혁(JURE) 프로그램을 시작하였다고 밝힘. 이 성명에 따르면 유럽연합은 이 프로젝트에 1,800만 유로를, UNDP와 UNICEF는 100만 유로를 지원하였음.","법무부는 성명을 통해 이번 프로그램의 목표가 ""혁신적인 개혁, 디지털 전환, 강화된 제도를 통해 스리랑카에 현대적이고 효율적이며 포괄적인 사법 영역을 구축해, 사회 결속을 강화하고 보다 평화롭고 정의로운 사회로 가는 길을 여는 것""이라고 발표함.",,"Sri Lanka launches justice reform programme with EU, UN funding","Sri Lanka’s Ministry of Justice has launched a Justice Reform (JURE) programme, with 19 million Euros worth of funding from the European Union and the United Nations, to be implemented in four and a half years, the ministry said. According to the ministry statement, the European Union has provided 18 million Euros in funding for the project, while the UNDP and the UNICEF in Sri Lanka have contributed 1 million Euros.","The aim of the programme is to build a “modern, efficient and inclusive justice sector in Sri Lanka through innovative reforms, digital transformation and strengthened institutions, paving the way towards enhanced social cohesion and a more peaceful and just Sri Lankan society,” the ministry said in a statement.",,Economy Next,https://economynext.com/sri-lanka-launches-justice-reform-programme-with-eu-un-funding-90694/
478,라오스,2022-02-21,국제기구,보건,"COVAX, 59만4000개 코로나19 백신 기증",라오스 정부는 국제백신공급체(COVAX)의 59만4000개 아스트라제네카 백신 기증을 환영했으며 본 백신은 감염 위험이 높고 3차 예방접종을 받지 못한 사람들에게 접종 예정,본 기증은 코로나19 백신 접근성을 세계적으로 평등하게 보장하기 위한 국제백신공급체(COVAX)의 지속적인 노력의 일환,"국제백신공급체(COVAX)는 세계백신연합(GAVI), 전염병대비혁신연합(CEPI), 세계보건기구(WHO) 및 유엔아동기금(UNICEF)이 공동으로 이끄는 협력체 ","COVAX donates 594,000 doses of vaccine","The government has welcomed a donation of 594,000 doses of the AstraZeneca /Oxford Covid-19 vaccine from the COVAX Facility, which will primarily be used for people who are at high risk of infection and who have not yet had third vaccinations",The donation is part of the COVAX Facility’s ongoing efforts to ensure global equitable access to Covid-19 vaccines,"The COVAX Facility is a partnership co-led by Gavi, the Coalition for Epidemic Preparedness Innovations (CEPI), and the World Health Organisation (WHO), with UNICEF as a key delivery partner",Vientiane Times,http://www.vientianetimes.org.la/
479,키르기스스탄,2022-02-21,공여국,인권,"키르기스스탄과 WFP, 100가구를 빈곤에서 구제하기 위한 시범 프로젝트 시작",키르기스스탄 노동부와 유엔세계식량계획(WFP)이 가난한 100가구가 빈곤에서 벗어날 수 있도록 카담자이와 점갈 지역에서 혁신적인 시범사업을 시작했다고 외교부 언론부가 밝혔다. 사회계약에 따른 저소득층 사회지원' 시범사업의 일환으로 지역민 지원을 위한 현금 10만 KGS 1회 지원금이 지원된다.,"""사회 계약""은 저소득 가정과 국가 간의 협약으로 취약 계층이 소득 창출 활동을 시작할 수 있는 현금 보조금과 금융 소양 교육, 사업 계획 수립 지원을 포함하는 포괄적인 지원 패키지다. 직업 또는 농업 교육, 사회 서비스 및 멘토링을 통해 성공적인 장기 생계 사업을 운영할 수 있다.","이 프로젝트는 축산업, 유제품 판매, 봉제 서비스, 온실 및 기타 이니셔티브와 같은 제안된 활동에 대한 사업 아이디어, 창업 자산 및 기본 지식을 갖춘 빈곤선 이하의 가구를 대상으로 한다.",Kyrgyzstan and WFP launch pilot project to lift 100 families out of poverty,"The Ministry of Labour, Social Security and Migration of Kyrgyzstan and the UN World Food Program (WFP) have launched an innovative pilot project in Kadamjai and Jumgal regions to help 100 poor families lift themselves out of poverty, the press service of the ministry said. As part of the pilot project ""Social assistance to low-income families based on a social contract"", a one-time cash grant of KGS 100,000 will be provided to support the local population.","The “Social Contract” is an agreement between low-income families and the state, under which vulnerable families receive a cash grant to start an income-generating activity along with a comprehensive support package that includes financial literacy training, assistance in developing a business plan, vocational or agricultural training, social services and mentoring to successfully run a long-term livelihood business.","The project targets households living below the poverty line with business ideas, start-up assets and basic knowledge for proposed activities such as animal husbandry, dairy sales, sewing services, greenhouses and other initiatives.",kabar,http://en.kabar.kg/news/kyrgyzstan-and-wfp-launch-pilot-project-to-lift-100-families-out-of-poverty/
480,몽골,2022-02-21,수원국,보건,어르헝 아이막 종합병원 ‘역량강화 사후 세미나’ 개최,ㅇ 어르헝 아이막 종합병원은 2018년부터 보건부 및 JICA와 협력하여 역량강화 사후 세미나를 지방에서 개최하고 있음.  ㅇ 동 세미나는 지방 종합병원 종사자들을 대상으로 4년간 습득한 경험 및 지식공유를 위해  △보건부 △보건개발센터 △JICA 사업팀 △울란바타르시가 주최함.,"ㅇ 동 세미나에는 보건부 행정관리국장 P.Erkhembayar, 국립의과대 산하 몽일 의료원 교육 개발 담당 메니저 B.Battogtokh, 보건개발센터 선임 사무관 L.Oyunbileg, 우브르항가이 아이막 부도지사 A.Tuvshinjargal, 우브르항가이 종합병원 관리자들이 참석함.","ㅇ 종합병원은 세미나를 진행하는 과정에서 △재활치료 간호 △응급저치 간호 분야에서 인증서를 수여했으며, 간호 분야에서도 교육을 진행함. 또한, 타 아이막 의료기관 종사자들에 교육 제공 및 어르헝 내 의료진 고용불안 해소 등 여러 장점이 있음. ",,,,,24tsag.mn,https://www.24tsag.mn/a/201965
481,요르단,2022-02-21,국제기구,거버넌스평화,"유니세프(UNICEF) 요르단 제라쉬 난민 캠프 내 빈곤/실업 퇴치 ""green rooftops"" 프로젝트","가자 캠프로도 알려져 있는 요르단 제라쉬 캠프는 약 25,000명의 팔레스타인 난민들이 거주하고 있다. 유엔난민기구(UNHCR)에 따르면 이 캠프는 요르단 내 팔레스타인 난민캠프 10곳 중 가장 가난한 곳이며, 비공식적으로 추정된 남성 실업률은 39%, 여성의 실업률은 81%로 증가했다.","유니세프가 후원한 기업은 지금까지 40명의 여성과 젊은이들이 녹색 옥상 정원을 운영, 유지 및 관리할 수 있도록 훈련시키고 장비를 지원했으며, 또한 이러한 기업의 ""파급 효과""를 통해 캠프 거주 난민들에게 30개의 추가 소득 창출 기회를 제공했다.","유니세프의 자영업 지원 사업은 2019년부터 217개 기업과 99개 여성 주도 중소기업 및 지역 기반 기업 설립을 지원해 1,500여 개의 일자리 기회를 창출하고 있다. Chapuisat 유니세프 요르단사무소장은 제라쉬 캠프 지원 사업 성공을 기반으로 유니세프가 앞으로 2년 동안 요르단의 취약지역 거주 수백 명의 젊은이와 여성에게 더 많은 지원을 하고 소득 창출 기회를 만들기를 희망한다고 말니다.","UNICEF(the United Nations International Children's Emergency Fund)’s ‘green rooftops’ combat poverty, unemployment in Jerash camp","The camp  locally known as Gaza camp  is home to an estimated 25,000 Palestinian refugees. According to UNHCR(the United Nations High Commissioner for Refugees), it is the poorest of the 10 official Palestinian refugee camps in Jordan, with unofficial estimates of male unemployment standing at 39 per cent, rising to 81 per cent for women.","The UNICEF-supported enterprise has so far trained and equipped 40 women and young people to run, sustain and manage these green rooftop gardens, which have also created an additional 30 income-generating opportunities for other people in the camp through the “ripple effect” of these enterprises.","Since 2019, UNICEF’s self-employment programmes have supported the establishment of 217 enterprises and 99 women-led SMEs and home-based businesses, creating over 1,500 job opportunities. Chapuisat said that, “building on the success of the project in Jerash camp”, UNICEF hopes to support more green rooftops and create income-generating opportunities for hundreds of young people and women living in vulnerable areas of Jordan over the coming two years.",Jordan Times,https://www.jordantimes.com/news/local/unicefs-%E2%80%98green-rooftops%E2%80%99-combat-poverty-unemployment-jerash-camp
482,몽골,2022-02-21,공여국,기후행동,중국 '10억 그루 나무' 범국가적 프로그램에 협력 가능,ㅇ 환경관광부 B.Bat-Erdene 장관은 주몽골 중국 대사 Tsai Vanrui와 면담을 가짐.,ㅇ B.Bat-Erdene 장관은 과거 양국이 다양한 분야에서 협력한 경험을 언급하였으며 중국 정부의 무상지원으로 추진 중인 멸종위기에 있는 ‘고비곰 생태 환경 개선’사업을 성공적으로 진행중이라고 전함. 또한 지난 12월에 개최한 제6회 몽러중 관광부 장관 회의와 같은 국경을 넘는 3국가간의 관광 분야 협력이 매우 중요할 것임을 강조함. ,ㅇ 중국 쿵민시에서 4월 개최예정인 생물 다양성 관련 UN 기초 조약 관계자 제15 회의에서 생태환경부장과 면담을 통해 협력 분야 및 구체적인 현안에 대해서 논의할 계획이라고 전함.  ㅇ Tsai Venrui 대사는 몽골 대통령이 제안한 ‘10억 그루 나무심기 프로그램’을 위한 △기술 전수 △장비 공급 △인력 강화 △식목 방법 교육 등이 지원가능하다고 전함. ,,,,,montsame.mn,https://www.montsame.mn/mn/read/290274
483,콜롬비아,2022-02-21,수원국,인권,인권 옴부즈맨이 엘살바도르 평화를 위한 콜롬비아의 지원을 인정하다.,"주 엘살바도르 콜롬비아 대사는 주재국 인권 수호국에서 주최한 ""과도기적 정의에 대한 경험 교환: 엘살바도르-콜롬비아"" 포럼에 참석함.","연설에서 로드리게즈 보카네그라 대사는 진실 위원회, 특별 평화 관할구역, 실정자 수색대에 대해 발표함.",인권 수호 옴부즈맨인 호세 아폴로니오 토바는 1992년에 서명한 차풀테펙 평화 협정에 기여한 콜롬비아의 공로를 인정함.,Procurador de DDHH reconoce el apoyo de Colombia a la paz en El Salvador,"El Embajador de Colombia en El Salvador, particip en el foro titulado “Intercambio de experiencias sobre justicia transicional: El Salvador-Colombia”, organizado por la Procuradura para la Defensa de los Derechos Humanos de El Salvador (PDDH).","Durante su intervencin, el Embajador Rodrguez Bocanegra realiz la presentacin del Sistema Integral de Verdad, Justicia, Reparacin y No Repeticin colombiano (SIVJRNR), conformado por la Comisin de la Verdad, la Jurisdiccin Especial de Paz (JEP) y la Unidad de Bsqueda de Personas dadas por Desaparecidas (UBPD).","Por su parte, el Procurador para la Defensa de los Derechos Humanos, Jos Apolonio Tobar, mencion que se est tramitando un proyecto de Ley de Justicia Transicional en la Asamblea Legislativa, el cual est basado en el SIVJRNR. Durante esta actividad, la PDDH extendi un reconocimiento a Colombia por su apoyo al proceso de paz en El Salvador, que culmin en los Acuerdos de Paz de Chapultepec, suscritos en 1992.",,https://www.cancilleria.gov.co/newsroom/news/procurador-ddhh-reconoce-apoyo-colombia-paz-salvador
484,인도네시아,2022-02-21,수원국,보건,인도네시아 5개의 주에서는 코로나19 정점 이미 지나,인니정부는 월요일(2.21) 수도 자카르타를 포함한 최소 5개 주에서 코로나19의 정점을 지났다고 주장함.,"인도네시아는 지난 24시간 동안 34,418명의 새로운 사례를 기록했으며, 이는 전날보다 거의 10,000건이 감소한 수치임. 가장 높은 일일 집계는 2월 16일에 기록된 64,718건으로 오미크론 변종에 의해 촉발된 새로운 감염이 갑자기 급증함. 부디 구나디 사디킨 보건장관은 자카르타, 발리, 반텐, 말루쿠, 서부 누사텡가라에서 신규 확진자가 감소하고 있다고 말했음.","그러나 보건부 장관은  매일 Covid-19 사망자 수가 앞으로 2주까지 계속 증가할 수 있다고 말했음. 인도네시아는 월요일 사망자 176명을 포함해 지난주 평균 175명의 코로나바이러스 관련 사망자를 기록함. 장관은 ""자카르타와 발리 등 여러 지역에서 신규 확진자가 감소했지만 코로나19 사망자는 아마도 2주 후에 정점에 도달할 것""이라고 말했음.",Covid-19 Peak Has Passed in Five Provinces,The government claimed on Monday that at least five provinces including the national capital of Jakarta have seemingly passed the peak of their latest Covid-19 wave.,"Indonesia has recorded 34,418 new cases in the past 24 hours, down by nearly 10,000 cases from the previous day, government figures show. The highest daily tally was 64,718 cases recorded on February 16 amid a sudden surge in new infections triggered by the Omicron variant. Health Minister Budi Gunadi Sadikin said the number of new cases have been declining in Jakarta, Bali, Banten, Maluku, and West Nusa Tenggara.","“They have outnumbered the record high of the Delta variant wave and five provinces have passed their current peak,” Budi said in a virtual news conference. But Budi said the daily Covid-19 death toll may continue to increase until the next two weeks. Indonesia has been averaging 175 coronavirus-related deaths over the past week, including 176 deaths on Monday.",Jakart Globe,https://jakartaglobe.id/news/covid19-peak-has-passed-in-five-provinces
485,탄자니아,2022-02-21,수원국,기후행동,"다수 NGO, Morogoro 주에 10000그루 식재를 위해 협력","4개 NGO-탄자니아 지속가능 농업(SAT), Raleigh 탄자니아, Morogoro Kwanza Mazingira, Mwanamke na Mazingira는 Morogoro주 위원회의 나무 1만 그루 식재를 향한 노력을 지원하기 위해 협업을 약속함.","동 프로그램에 관련된 지역은 Kigurunyembe, Lupanda St. Peter's Seminary, Kilakala 중등학교, Kilakala and Mwande 초등학교를 포함함.",SAT는 Uluguru 산 기슭의 거주민들의 활동으로부터 비롯된 삼림벌채로 인한 녹지 소실을 복원하기 위한 지속가능한 프로그램을 가지고 있음.,"NGOs team up to plant 10,000 in Morogoro DC","Four NGOs-Sustainable Agriculture Tanzania(SAT), Raleigh Tanzania, Morogoro Kwanza Mazingira and Mwanamke na Mazingira have pledged to team up and support Morogoro District Council's effort towards planting 10,000 trees.","Areas to be involeved in the programme include Kigurunyembe, Lupanda St. Peter's Seminary, Kilakala secondary schools, and Kilakala and Mwande primary schools.",SAT has sustainable programs of restoring the green of the region that have been disappeard due to deforestation and human activities mainly to residents along the slopes of Uluguru Mountain.,IPP Media,https://www.ippmedia.com/en/features/ngos-team-plant-10000-morogoro-dc%C2%A0
486,볼리비아,2022-02-21,국제기구,농촌개발,FAO가 단기간에 볼리비아에서의 프로젝트를 4배로 늘릴 거라 예측,라틴아메리카와 카리브해 지역 유엔식량농업기구(FAO)의 대표인 훌리오 베르데게(Julio Berdegu)가 식품 안전에서의 우선 순위와 프로젝트를 4배로 늘리는 방향에 대해 정부와 논의하기 위해 볼리비아에 방문했다. ,FAO의 다른 방문 목적은 볼리비아 행정부가 경제 및 사회 회복을 위해 설정한 목표를 달성하는 데 FAO가 어떻게 도움이 될 수 있는지 알아보기 위해 국가 당국과 합의에 도달하는 것이다.,"베르데게는 기후 변화와 같은 문제에 직면할 볼리비아 조상 전래의 생산 시스템이 ""거대한 부""이자 ""생물 다양성, 생산 방식의 유전적 유산""이라는 점에서 ""큰 잠재력""을 갖고 있다고 강조했다.",,,,,swissinfo,https://www.swissinfo.ch/spa/fao-bolivia_la-fao-prev%C3%A9-cuadruplicar-sus-proyectos-en-bolivia-en-el-corto-plazo/47366906
487,인도네시아,2022-02-21,수원국,보건,"인니정부, 코로나19 대응를 위해 병원에 25조 루피아를 보전해줄 것",인니정부는 코로나19 환자용 병상 할당을 위해 추가로 25조 루피아(17억USD)를 병원에 보전해 줄것이라고 부디 구사디 사디킨 보건부 장관이 월요일(2.21) 발표함,작년 델타 변종으로 인해 새로운 감염사례가 급격히 증가한 가운데 전국의 병원은 코로나19 환자용 병상을 최소 20% 제공하도록 권장하였으며 금전적 인센티브를 약속한바 있음,"코로나19 환자를 치료하는데 민간 및 주립 병원이 부담하는 비용은 약 90조 루피아로 추산되지만 정부는 예산한계로 인해 여전히 25조 루피아의 빚을 지고 있음. 장관은 ""우리는 재부무와 협의중이며, 25조 루피아의 부채가 곧 상환될 것"" 이라 말했음",Gov’t to Reimburse Hospitals Rp 25 Trillion for Covid-19 Handling,"The government will pay back hospitals an additional Rp 25 trillion ($1.7 billion) for allocating beds for Covid-19 patients last year, Health Minister Budi Gunadi Sadikin said on Monday.",Hospitals across the country were encouraged to share at least 20 percent of their beds for Covid-19 patients and promised financial incentives amid a dramatic surge in new cases due to the Delta variant last year. ,"The total cost shouldered by private and state hospitals in treating Covid-19 patients was estimated at around Rp 90 trillion but the government still owed them Rp 25 trillion due to budget constraints. “We are coordinating with the Finance Ministry and the Rp 25 trillion debt will be repaid soon,” he said without mentioning when..",Jakart Globe,https://jakartaglobe.id/news/govt-to-reimburse-hospitals-rp-25-trillion-for-covid19-handling
488,이집트,2022-02-21,수원국,과학기술혁신,"이집트 교육부 장관, 이집트 기술교육 발전을 위한 첫 자문위원회 개최",타렉 샤우키 이집트 교육부 장관 주관하에 이집트 기술교육 발전을 위한 첫 자문위원회 회의를 개최하였음. 이번 회의는 기술교육 개혁 지원을 위한 자문위원회 구성을 위함이였으며 기술교육 발전의 주요 도전과제들과 기존 전략 수정 방안에 대해 논의하였음. ,"더 나아가, 교육부는 청년 경영 인재를 위한 시스템 개발에 가장 주요 도전 과제로 상업 교육의 발전을 제시하였음. ",또한 장관은 기술교육과 개혁 전략을 위한 주요 요인들과 이집트 비전 2030 달성에 있어 해당 요인들의 중요성을 점검하였음. ,Egypt’s Education Minister holds first Advisory Council meeting for developing technical education,Minister of Education Tarek Shawky headed on Monday the first meeting of the Advisory Council for the Development of Technical Education. The meeting aimed to establish an advisory council to support the technical education reform strategy. It also discussed the main challenges of developing the technical education system and ways to modify the existing strategy.,"Furthermore, the development of commercial education was one of the most important challenges that the ministry presented to the council in order to develop a system for graduating business pioneers.",Shawky also reviewed the most important features of the technical education development and reform strategy in addition to a brief presentation on its importance to achieving Egypt’s 2030 Vision.,Daily News Egypt,https://dailynewsegypt.com/2022/02/21/egypts-education-minister-holds-first-advisory-council-meeting-for-developing-technical-education/
489,이집트,2022-02-21,수원국,보건,"이집트, 일본 대사관 그리고 UNICEF, 이집트 내 백신 접종 범위 확장을 위한 350만 달러 규모 MOU 서명",라니아 알-마샤트 이집트 국제협력부 장관과 카레드 압델 가파르 이집트 보건부 대행 임석하에 주이집트 일본 대사관과 유니세프 간 약 380만 불 규모의 원조 협의 MOU 서명식이 개최되었음.  ,해당 MOU 체결은 이집트 정부의 코로나19 대응 지원과 다자간 및 양자간 개발협력 파트너들과의 협력 강화 지원을 통해 백신 접종 범위 확대 프로젝트 실행을  ,해당 프로젝트는 백신집종 센터의 수를 확대하고 백신 접종 가속화 방안을 통해 효과적인 백신접종이 목표임. ,"Egypt, Japanese Embassy in Cairo, UNICEF, sign grant agreement, MoU worth $3.5m to implement project to expand scope of vaccination in Egypt",Minister of International Cooperation Rania Al-Mashat and Acting Minister of Health and Population Khaled Abdel Ghaffar witnessed the signing of a grant agreement and a memorandum of understanding (MoU) between the Japanese Embassy in Cairo and UNICEF worth $3.5m.,The grant and MoU will cover the implementation of a project to expand the scope of vaccination against COVID-19 in Egypt within the framework of close cooperation between Egypt and multilateral and bilateral development partners to enhance development efforts and support the state’s plan to respond to the pandemic.,This project aims to ensure effective vaccination by increasing the number of vaccination centres through a number of proposed measures that promote the acceleration of the vaccination process.,Daily News Egypt,https://dailynewsegypt.com/2022/02/20/egypt-japanese-embassy-in-cairo-unicef-sign-grant-agreement-mou-worth-3-5m-to-implement-project-to-expand-scope-of-vaccination-in-egypt/
490,에티오피아,2022-02-22,수원국,기타,"에티오피아, 국가품질위원회 설립 추진","에티오피아 통상부(MoTRI)는 국가품질정책 초안의 검증을 마쳤으며, 이로써 공적영역과 사적영역으로 구성된 통합된 국가품질위원회를 설립할 수 있게 되었다. 관련해서, 2022년 2월 17일 80여 명의 다분야 이해관계자가 참여한 가운데 국가품질위원회 설립에 관한 최종 논의를 진행했으며, 의회는 이번 회계연도에 관련 정책을 의결할 것으로 예상된다. 에티오피아는 현재 아프리카 대륙자유무역협정(AFCTA)의 가동 준비를 하고 있으며 세계무역기구(WTO) 가입을 위한 협상도 빠르게 진행하고 있지만 품질제고 관련 정책이 부재하고 기존의 품질관리 시스템은 단편적인 접근 방식에 기초하고 있었다.","에티오피아 수출품들은 열악한 품질관리 인프라와 국가표준정책의 부재로 인한 저급한 품질관리로 국제시장에서 인정받지 못하고 있는 상황이다.  통상부 장관 Endalew Mekonen은 ""수출실적을 높이기 위해서 수출품 품질을 개선해야한다""고 강조하며, ""국가 품질 정책 도입을 통한 수출품 품질제고는 WTO에 가입하기 위한 중요한 요건 중 하나다.또한 에티오피아 내 외국인 투자자들이 자주 제기하는 질문 중 하나는 품질 보증과 품질 관리 정책이다""라고 덧붙였다. 따라서, 품질 관련 정책을 도입하는 것은 투자 흐름을 촉진하고, 지역 제조업체의 제품에 대한 책임의 소지를 명확히 하는데 도움이 될 것으로 예상된다. 품질 정책 초안은 아프리카 품질정책(Africa Quality Policy; AQP)에 의거하여 작성 되었으며, 아프리카 수출품이 지역 및 국제시장에서 경쟁력을 갖출 수 있도록 할 것이다. ",,Ethiopia steps forward to establish national quality council,"The Ministry of Trade and Regional Integration (MoTRI) has finalized the validation of a draft National Quality Policy. The policy, which is the first of its kind, enables the establishment of a National Quality Council, among others, comprised of both private and public institutions.  The Ministry conducted its final discussions with over 80 stakeholders participating on February 17, 2022. The Council of Ministers is expected to ratify the policy in the current fiscal year. Ethiopia is currently preparing to operationalize the African Continental Free Trade Agreement (AfCFTA) and is also fast-tracking the negotiation to join the World Trade Organization (WTO). However, Ethiopia had no quality policies before and the existing systems are based on fragmented approaches.","“Ethiopian export products have been facing quality complaint incidents in the international market. This is due to the absence of a strong quality infrastructure and standards. We must improve this, to improve our export performance,” said Endalew Mekonen, State Minister for the national quality infrastructure and assurance at the MoTRI.  It was stated that the policy is critical to attract Foreign Direct Investments (FDI). “Having a national Quality policy is one of the requirements to join the WTO. One of the frequent questions raised by foreign investors is quality assurance and its governing policies.  Thus, having such a policy will help to govern and regulate the investment flow and control the responsibilities of local manufacturers and products. The draft is crafted in-line with the Africa Quality Policy (AQP), which is ready for implementation by relevant parties to ensure African products are competitive in regional and international markets.",,The reporter news,https://www.thereporterethiopia.com/article/ethiopia-steps-forward-establish-national-quality-council
491,베트남,2022-02-22,공여국,농촌개발,"대한민국, 베트남 양식업 생산성 향상 원조","지난 21일, 대한민국 해양수산부는 부처 ODA 사업의 일환으로, 베트남 북부 지방 양식 생산성 향상을 위한 기술 협력 프로젝트를 시작했다고  밝힘.","이 사업은 2020년부터 2024년까지 45억 원(378만 달러)의 예산을 투입하여 30ha 달하는 맹그로브숲 복원사업을 진행하고 있는 대한민국 산림청과 양식 전문성을 지닌 해양수산부의 부처간 융합사업으로, 이를 통해 맹그로브숲을 복원하여 유기물이 풍부한 서식지를 복구하고, 패류 양식장을 조성하여 시너지를 낼 수 있을 것으로 기대함. ",,RoK aids aquaculture productivity enhancement in Vit Nam,"The Ministry of Oceans and Fisheries (MOF) of the RoK is implementing the first-year technical cooperation project for aquaculture productivity enhancement in Vit Nam’s northern provinces, as part of the ministry’s ODA endeavours, the ministry said on February 21.","As a model of interdepartmental collaboration that combines the Korea Forest Service’s ongoing mangrove reforestation efforts, covering 30 hectares for 2020-2024 with a budget of 4.5 billion KRW (US$3.78 million) and the MOF’s aquaculture expertise, the project is expected to restore habitats rich in organic matter through mangrove rehabilitation and create synergy with shellfish farming.",,Vietnam News,https://vietnamnews.vn/society/1157391/rok-aids-aquaculture-productivity-enhancement-in-viet-nam.html
